kpoint	source_band	reference_band	dominant_amplitude	phase_residual	eigenvalue_difference_ha
25	6	6	9.99999999999999112e-01	1.73487117614151176e-08	1.57115331689272608e-07
25	7	7	1.00000000000000577e+00	1.19351834893003671e-08	1.80061308030499134e-07
25	8	8	9.99999999999999223e-01	6.19203639471923279e-09	1.85605835478774850e-07
25	9	9	1.00000000000000178e+00	8.18041321033369656e-09	2.24725353215049495e-07
25	10	10	1.00000000000000111e+00	2.16350585748148124e-08	2.76070722282639736e-07
25	11	11	1.00000000000000000e+00	1.56304497897308896e-08	3.18461249704249383e-07
25	12	12	9.99999999999998224e-01	1.07640684358276920e-08	3.26391942473414076e-07
25	13	13	9.99999999999999001e-01	8.52476652910360233e-09	3.29417383149177567e-07
25	14	14	1.00000000000000044e+00	5.13858570662545781e-09	3.60991000647459259e-07
25	15	15	9.99999999999997113e-01	1.97025760538047355e-08	3.71886650141206587e-07
25	16	16	9.99999999999999112e-01	2.12925161362515646e-08	3.86631082704980145e-07
25	17	17	9.99999999999995781e-01	1.17603928576860955e-08	4.06883160497528706e-07
25	18	18	1.00000000000000089e+00	9.06726375348419551e-09	4.58108407874746604e-07
25	19	19	9.99999999999993339e-01	1.83091712394727250e-08	5.30303019052880131e-07
25	20	20	9.99999999999979017e-01	6.59461576578123836e-09	6.27629038518762172e-07
25	21	21	9.99999999999993228e-01	1.19462592749506229e-09	7.24175228228318701e-07
25	22	22	1.00000000000001021e+00	5.20810845756629989e-10	1.14058198441568948e-06
25	23	23	1.00000000000027356e+00	4.01063025609605781e-08	1.26803685329690552e-06
25	24	24	1.00000000000071787e+00	4.15094024752231698e-10	1.49835972784728710e-06
25	25	25	1.00000000000236167e+00	1.68285471768167538e-08	1.92865817982834642e-06
26	0	0	9.99999999999998446e-01	1.49325037689760165e-09	-3.82134373311249220e-08
26	1	1	9.99999999999999223e-01	5.20606014796908606e-09	-1.67314077225083971e-11
26	2	2	1.00000000000000000e+00	1.14839214102226721e-08	3.82696250106340230e-08
26	3	3	9.99999999999999445e-01	2.73545370446220890e-09	5.66343110464107014e-08
26	4	4	9.99999999999998890e-01	1.35751577607115693e-08	1.11439378891464713e-07
26	5	5	1.00000000000000155e+00	2.20865364446677421e-08	1.53139625758136333e-07
26	6	6	1.00000000000000044e+00	1.09056340146903316e-08	1.67368880088503147e-07
26	7	7	1.00000000000000178e+00	2.21739125947580588e-09	1.71067017273873745e-07
26	8	8	1.00000000000000133e+00	1.02604519334749380e-08	2.34564087486788253e-07
26	9	9	1.00000000000000067e+00	1.00932204720508283e-08	2.41043640825111538e-07
26	10	10	1.00000000000000200e+00	8.51950986024911648e-09	2.68647052159565192e-07
26	11	11	9.99999999999999778e-01	2.83374091836397255e-09	2.68816620518919080e-07
26	12	12	9.99999999999999112e-01	1.50656115713201420e-08	3.40941487486645656e-07
26	13	13	9.99999999999999001e-01	1.13414537276705426e-08	3.45721434591439447e-07
26	14	14	9.99999999999999667e-01	4.83879213165129132e-09	3.53724388113541011e-07
26	15	15	9.99999999999998668e-01	1.82678879358317411e-08	3.66701027321170159e-07
26	16	16	9.99999999999994671e-01	1.26282751803363542e-08	3.89724090998910810e-07
26	17	17	1.00000000000000067e+00	2.21766584022780729e-08	4.21406201933649527e-07
26	18	18	1.00000000000000155e+00	2.11458424750002740e-09	4.36972624306974922e-07
26	19	19	9.99999999999990008e-01	5.84166428872597906e-09	5.01945859321395460e-07
26	20	20	9.99999999999998446e-01	4.86582082180887028e-09	5.81640458019450080e-07
26	21	21	9.99999999999973022e-01	2.56481321618848656e-08	6.22458664167879760e-07
26	22	22	1.00000000000028355e+00	8.60826926045206134e-09	1.24104625909282618e-06
26	23	23	9.99999999999987232e-01	4.59663219539550600e-10	1.42285077187054299e-06
26	24	24	1.00000000000067191e+00	5.82850179180183359e-08	1.57644895626418702e-06
26	25	25	1.00000000000252576e+00	3.26394931834764489e-08	1.76984790556389271e-06
27	0	0	9.99999999999998668e-01	1.64127258997394908e-08	-1.68463477265290429e-08
27	1	1	9.99999999999998446e-01	1.64127592972828313e-08	-1.68463278674146899e-08
27	2	2	9.99999999999514166e-01	9.87446382084278901e-07	3.38533825694486978e-08
27	3	3	9.99999999999512723e-01	9.87446301855406073e-07	3.38533821253594880e-08
27	4	4	1.00000000000000089e+00	1.19079657961358709e-08	1.48510782893573889e-07
27	5	5	1.00000000000000111e+00	1.19079640982927951e-08	1.48510814368396638e-07
27	6	6	9.99999999999997558e-01	9.39691653521516472e-08	1.60971653562214101e-07
27	7	7	9.99999999999997335e-01	9.39688205259988921e-08	1.60971664275866289e-07
27	8	8	9.99999999999998113e-01	5.56202464154863069e-08	2.32417174395038728e-07
27	9	9	9.99999999999999112e-01	5.56202679821130304e-08	2.32417179835131549e-07
27	10	10	1.00000000000000200e+00	1.32815130479857363e-08	2.83330892303368387e-07
27	11	11	1.00000000000000266e+00	1.32815810776913209e-08	2.83330905737066985e-07
27	12	12	9.99999999999999778e-01	1.83505474365375881e-08	3.51181909996611807e-07
27	13	13	1.00000000000000044e+00	1.83506144553845127e-08	3.51181936530942096e-07
27	14	14	9.99999999999998446e-01	4.75403835513235947e-08	3.65029273252659436e-07
27	15	15	9.99999999999999556e-01	4.75456655967495908e-08	3.65029460658305993e-07
27	16	16	9.99999999999999667e-01	4.65136241972548835e-08	3.66682770813753223e-07
27	17	17	9.99999999999999112e-01	4.65190335857798309e-08	3.66682822550146170e-07
27	18	18	1.00000000000000067e+00	1.77355211901595719e-08	4.56714142504921483e-07
27	19	19	1.00000000000000022e+00	1.77354474293351564e-08	4.56714154273285544e-07
27	20	20	9.99999999999964251e-01	8.01052340269404620e-09	6.12033334235206894e-07
27	21	21	9.99999999999965361e-01	8.01054126301829081e-09	6.12033799196609607e-07
27	22	22	1.00000000000170286e+00	2.70855283434520676e-08	1.52562561162028487e-06
27	23	23	1.00000000000172595e+00	2.70856379353255725e-08	1.52562879573991950e-06
27	24	24	1.00000000000002287e+00	8.34815518003749101e-09	1.71273144111694364e-06
27	25	25	1.00000000000002487e+00	8.34762077986272434e-09	1.71273338178679069e-06
28	0	0	9.99999999999999556e-01	6.88307952062139597e-09	-4.73629097608174732e-08
28	1	1	9.99999999999999112e-01	5.10904222973068506e-09	1.20809459033810462e-08
28	2	2	9.99999999999999667e-01	6.15464406912665681e-09	3.54346892661450141e-08
28	3	3	1.00000000000000000e+00	7.13926705132630242e-09	6.77851419439434721e-08
28	4	4	9.99999999999999112e-01	1.96059150781812400e-08	1.24872895079786161e-07
28	5	5	1.00000000000000067e+00	1.15653473112442875e-08	1.53004918512777977e-07
28	6	6	1.00000000000000000e+00	1.73487605879137185e-08	1.57115332966029086e-07
28	7	7	1.00000000000000400e+00	1.19351645099746287e-08	1.80061307863965681e-07
28	8	8	9.99999999999998668e-01	6.19201988743041224e-09	1.85605837477176294e-07
28	9	9	1.00000000000000022e+00	8.18042851936412814e-09	2.24725354214250217e-07
28	10	10	1.00000000000000155e+00	2.16350758977867137e-08	2.76070722504684340e-07
28	11	11	1.00000000000000022e+00	1.56304921749301108e-08	3.18461250703450105e-07
28	12	12	9.99999999999998002e-01	1.07640722910650543e-08	3.26391943361592496e-07
28	13	13	1.00000000000000133e+00	8.52476771972557652e-09	3.29417383038155265e-07
28	14	14	1.00000000000000266e+00	5.13857861898361992e-09	3.60990999093147025e-07
28	15	15	9.99999999999997335e-01	1.97025673981680221e-08	3.71886652361652637e-07
28	16	16	1.00000000000000000e+00	2.12925372440815324e-08	3.86631082927024750e-07
28	17	17	9.99999999999996114e-01	1.17603690985977561e-08	4.06883162717974756e-07
28	18	18	1.00000000000000111e+00	9.06727045837718769e-09	4.58108406098389764e-07
28	19	19	9.99999999999991784e-01	1.83092296097796662e-08	5.30303032153511822e-07
28	20	20	9.99999999999976352e-01	6.59466598671241952e-09	6.27629032745602444e-07
28	21	21	9.99999999999993561e-01	1.19461085600383915e-09	7.24175228228318701e-07
28	22	22	1.00000000000000511e+00	5.20813345532437440e-10	1.14058199729427656e-06
28	23	23	1.00000000000027511e+00	4.01063941109895876e-08	1.26803678757170246e-06
28	24	24	1.00000000000068545e+00	4.15097971624665232e-10	1.49835948892729220e-06
28	25	25	1.00000000000239098e+00	1.68285995078084570e-08	1.92865823134269476e-06
29	0	0	9.99999999999999667e-01	1.57954372120786747e-09	-3.82133143461693692e-08
29	1	1	9.99999999999999112e-01	5.20340348037136794e-09	-1.66218829200865184e-11
29	2	2	9.99999999999999112e-01	1.15120955272358016e-08	3.82681025479225667e-08
29	3	3	1.00000000000000266e+00	2.81585129485011945e-09	5.66324550033137086e-08
29	4	4	1.00000000000000022e+00	1.40050625791136834e-08	1.11430294047476508e-07
29	5	5	1.00000000000000089e+00	2.06613627269248881e-08	1.53127066471192563e-07
29	6	6	1.00000000000000044e+00	1.05802701116952101e-08	1.67390042993265098e-07
29	7	7	9.99999999999999334e-01	2.29316839466059439e-09	1.71068702925492033e-07
29	8	8	1.00000000000000155e+00	1.03886391193679480e-08	2.34539426213764557e-07
29	9	9	1.00000000000000000e+00	9.41395787246826006e-09	2.41089322172705067e-07
29	10	10	1.00000000000000222e+00	1.04672426680213001e-08	2.68666710434573019e-07
29	11	11	1.00000000000000000e+00	8.44479009754823810e-09	2.68800274372260617e-07
29	12	12	1.00000000000000000e+00	1.50598234061302360e-08	3.40927802322532614e-07
29	13	13	9.99999999999998224e-01	1.17155271653924890e-08	3.45894523134937515e-07
29	14	14	9.99999999999999889e-01	1.09156401462350893e-08	3.53765372329561956e-07
29	15	15	9.99999999999999001e-01	1.78369268568888430e-08	3.66878867730235925e-07
29	16	16	9.99999999999995115e-01	1.27034032358361003e-08	3.89682412782477172e-07
29	17	17	1.00000000000000155e+00	2.01954669175945301e-08	4.21198705247149974e-07
29	18	18	9.99999999999998557e-01	2.82903302121546406e-09	4.36972896977749770e-07
29	19	19	9.99999999999989786e-01	5.86910763565539270e-09	5.02013990377747632e-07
29	20	20	9.99999999999997224e-01	4.86467940872463748e-09	5.81312890490792711e-07
29	21	21	9.99999999999973133e-01	2.66316450948396148e-08	6.22093222713004934e-07
29	22	22	1.00000000000030020e+00	8.85735993816484961e-09	1.24156180358880874e-06
29	23	23	9.99999999999994005e-01	5.65994749974090006e-10	1.42312085760210039e-06
29	24	24	1.00000000000065392e+00	5.79788129340886168e-08	1.57759178076588569e-06
29	25	25	1.00000000000259393e+00	3.25407135240940107e-08	1.76844712829193895e-06
30	0	0	9.99999999999998668e-01	1.56428582166663999e-08	-1.68463469910062891e-08
30	1	1	9.99999999999999112e-01	1.56428811708441483e-08	-1.68463268959695434e-08
30	2	2	9.99999999999964695e-01	2.67440434570060695e-07	3.38533813204477951e-08
30	3	3	9.99999999999964473e-01	2.67440413592839346e-07	3.38533847343835959e-08
30	4	4	1.00000000000000044e+00	1.27190024963224332e-08	1.48510784225841519e-07
30	5	5	9.99999999999999112e-01	1.27190084494277645e-08	1.48510818087643770e-07
30	6	6	9.99999999999998557e-01	7.75327443286486591e-08	1.60971656282260511e-07
30	7	7	9.99999999999999112e-01	7.75324583951022532e-08	1.60971661111730668e-07
30	8	8	9.99999999999997002e-01	7.69471748832461766e-08	2.32417174061971821e-07
30	9	9	9.99999999999996669e-01	7.69472022955289737e-08	2.32417178835930827e-07
30	10	10	1.00000000000000311e+00	2.47763794957242569e-08	2.83330894967903646e-07
30	11	11	1.00000000000000222e+00	2.47764791185986186e-08	2.83330905959111590e-07
30	12	12	1.00000000000000044e+00	1.83637299900784730e-08	3.51181910440701017e-07
30	13	13	1.00000000000000111e+00	1.83637476377334091e-08	3.51181936864009003e-07
30	14	14	1.00000000000000044e+00	4.74685039767027761e-08	3.65029272808570227e-07
30	15	15	9.99999999999999556e-01	4.74738078838535689e-08	3.65029460658305993e-07
30	16	16	9.99999999999999778e-01	4.64908599969824824e-08	3.66682770813753223e-07
30	17	17	9.99999999999999112e-01	4.64962635960121486e-08	3.66682822772190775e-07
30	18	18	1.00000000000000067e+00	2.36758491545900521e-08	4.56714143393099903e-07
30	19	19	9.99999999999999778e-01	2.36757667797906457e-08	4.56714154051240939e-07
30	20	20	9.99999999999964695e-01	8.60729419658349266e-09	6.12033334013162289e-07
30	21	21	9.99999999999968026e-01	8.60728114147567552e-09	6.12033804303635520e-07
30	22	22	1.00000000000167866e+00	1.99372081852290642e-08	1.52562544997181249e-06
30	23	23	1.00000000000171196e+00	1.99373411199218341e-08	1.52562886146512255e-06
30	24	24	9.99999999999996558e-01	1.07548435696489855e-08	1.71273143489969470e-06
30	25	25	1.00000000000001532e+00	1.07543434824960544e-08	1.71273330540344659e-06
31	0	0	9.99999999999998446e-01	1.49323467804482522e-09	-3.82134357768126875e-08
31	1	1	9.99999999999999445e-01	5.20607643400953168e-09	-1.67290915956174249e-11
31	2	2	1.00000000000000000e+00	1.14839130796369020e-08	3.82696236644886056e-08
31	3	3	1.00000000000000044e+00	2.73545598135269162e-09	5.66343092978094376e-08
31	4	4	9.99999999999998668e-01	1.35751481760241617e-08	1.11439377337152479e-07
31	5	5	1.00000000000000133e+00	2.20864537317566821e-08	1.53139626646314753e-07
31	6	6	1.00000000000000111e+00	1.09055909337233715e-08	1.67368882253438045e-07
31	7	7	1.00000000000000022e+00	2.21738927874538128e-09	1.71067014387293881e-07
31	8	8	1.00000000000000200e+00	1.02604296215131432e-08	2.34564086709632136e-07
31	9	9	9.99999999999998335e-01	1.00932347985594685e-08	2.41043640270000026e-07
31	10	10	1.00000000000000266e+00	8.51949844478929083e-09	2.68647053380810519e-07
31	11	11	9.99999999999999001e-01	2.83374596946584863e-09	2.68816621851186710e-07
31	12	12	1.00000000000000067e+00	1.50655880258256789e-08	3.40941487930734866e-07
31	13	13	9.99999999999999334e-01	1.13414213585931806e-08	3.45721435146550959e-07
31	14	14	1.00000000000000111e+00	4.83876320987146107e-09	3.53724384005715820e-07
31	15	15	9.99999999999999556e-01	1.82679217489245156e-08	3.66701025100724110e-07
31	16	16	9.99999999999995115e-01	1.26282807328773960e-08	3.89724091887089230e-07
31	17	17	1.00000000000000067e+00	2.21766348051168930e-08	4.21406202155694132e-07
31	18	18	1.00000000000000000e+00	2.11459413063495938e-09	4.36972627637643996e-07
31	19	19	9.99999999999989786e-01	5.84165247620351465e-09	5.01945855102547966e-07
31	20	20	9.99999999999999556e-01	4.86584442497981926e-09	5.81640454688781006e-07
31	21	21	9.99999999999972355e-01	2.56480618231411442e-08	6.22458668386727254e-07
31	22	22	1.00000000000028555e+00	8.60809781213245802e-09	1.24104617960085761e-06
31	23	23	9.99999999999992339e-01	4.59667756972291251e-10	1.42285082205262370e-06
31	24	24	1.00000000000064304e+00	5.82848769855695953e-08	1.57644878306939518e-06
31	25	25	1.00000000000257971e+00	3.26393841420938287e-08	1.76984819066916543e-06
32	0	0	9.99999999999999334e-01	7.14881628757884353e-09	-4.33355690082626310e-08
32	1	1	1.00000000000000000e+00	3.16733663847520432e-08	-8.22732799596326281e-09
32	2	3	9.98262892162699145e-01	1.37192064160982907e+00	7.01823413828961407e-08
32	3	2	9.98262892162699478e-01	1.37192064160688876e+00	7.01825673965483787e-08
32	4	4	9.99999999999999223e-01	9.87157637017863638e-09	1.07865906928683586e-07
32	5	6	9.92859197417889749e-01	1.32718337508156936e+00	1.36500573511000312e-07
32	6	5	9.92859197417889194e-01	1.32718337510919215e+00	1.36508162607018591e-07
32	7	7	1.00000000000000400e+00	9.27397391959820908e-09	2.33388843473569807e-07
32	8	8	8.67598814309985866e-01	5.14589517108023697e-01	2.40574858367814670e-07
32	9	9	8.67598814309986976e-01	5.14589517123779872e-01	2.40607994972386052e-07
32	10	10	1.00000000000000600e+00	1.45364697854732488e-08	2.44032931417947907e-07
32	11	12	9.07092405326744511e-01	1.07616768971567556e+00	2.64076644329591659e-07
32	12	11	9.07092405326745288e-01	1.07616768974665544e+00	2.64088394597017384e-07
32	13	13	9.99999999999991895e-01	2.54151884817746486e-08	3.53586269929984098e-07
32	14	14	9.99999999999998446e-01	2.46191146150245980e-08	3.80498600627277028e-07
32	15	15	9.99044619038094273e-01	4.37122628298857799e-02	3.95685918253008140e-07
32	16	16	9.99044619038096604e-01	4.37122628291755563e-02	3.95755115567553162e-07
32	17	18	9.95918890651953381e-01	1.34888637367760689e+00	4.49274701219692929e-07
32	18	17	9.95918890651952493e-01	1.34888637367811581e+00	4.49315252115667363e-07
32	19	19	9.99999999999980682e-01	1.01030123221281784e-08	4.85745882183863387e-07
32	20	20	9.71216412600504508e-01	2.39931604417036898e-01	8.37001315368013366e-07
32	21	21	9.71216412600502399e-01	2.39931604417060407e-01	8.37066628012195224e-07
32	22	23	7.27108327362108731e-01	7.91804589858465024e-01	9.85555485222278094e-07
32	23	22	7.27108327362096851e-01	7.91804589858150720e-01	9.85569710731937221e-07
32	24	24	1.00000000000052447e+00	6.57112424733346300e-10	1.39849860447682772e-06
32	25	25	1.00000000000337019e+00	2.50062557488248071e-10	1.99687026736228290e-06
33	0	0	9.99999999999998224e-01	1.57954777495502733e-09	-3.82133149151586693e-08
33	1	1	9.99999999999998890e-01	5.20336979624045164e-09	-1.66210015450354506e-11
33	2	2	9.99999999999999778e-01	1.15120886895373441e-08	3.82681022981223862e-08
33	3	3	1.00000000000000111e+00	2.81585450608168057e-09	5.66324515616223323e-08
33	4	4	9.99999999999999778e-01	1.40050509397316041e-08	1.11430295768322196e-07
33	5	5	1.00000000000000133e+00	2.06614618504924253e-08	1.53127066970792924e-07
33	6	6	1.00000000000000067e+00	1.05803208355179154e-08	1.67390040883841351e-07
33	7	7	1.00000000000000000e+00	2.29318667078557867e-09	1.71068702481402823e-07
33	8	8	1.00000000000000089e+00	1.03886730143776808e-08	2.34539427768076791e-07
33	9	9	1.00000000000000044e+00	9.41393092239356781e-09	2.41089321395548950e-07
33	10	10	1.00000000000000289e+00	1.04670993898284849e-08	2.68666711766840649e-07
33	11	11	9.99999999999999778e-01	8.44434686189795079e-09	2.68800271485680753e-07
33	12	12	9.99999999999999556e-01	1.50597978671499917e-08	3.40927803099688731e-07
33	13	13	9.99999999999997891e-01	1.17156096152144936e-08	3.45894523245959817e-07
33	14	14	1.00000000000000111e+00	1.09158355056822647e-08	3.53765373217740375e-07
33	15	15	9.99999999999998002e-01	1.78369451699346998e-08	3.66878866397968295e-07
33	16	16	9.99999999999994671e-01	1.27034181339024827e-08	3.89682416557235456e-07
33	17	17	1.00000000000000000e+00	2.01954761329354942e-08	4.21198705247149974e-07
33	18	18	1.00000000000000022e+00	2.82903479149047828e-09	4.36972897421838979e-07
33	19	19	9.99999999999991784e-01	5.86908583411952145e-09	5.02013997483174990e-07
33	20	20	1.00000000000000000e+00	4.86467591341510447e-09	5.81312893821461785e-07
33	21	21	9.99999999999972244e-01	2.66316172088752942e-08	6.22093226265718613e-07
33	22	22	1.00000000000030487e+00	8.85757188598386441e-09	1.24156184266865921e-06
33	23	23	9.99999999999997780e-01	5.66062455206717175e-10	1.42312081496953624e-06
33	24	24	1.00000000000064526e+00	5.79790667430326344e-08	1.57759199925777693e-06
33	25	25	1.00000000000261058e+00	3.25408783579163800e-08	1.76844702703959911e-06
34	0	0	9.99999999999999112e-01	5.92150278660428182e-09	-1.91245173031262539e-08
34	1	1	9.99999999999998890e-01	5.92141510128005755e-09	-1.91244903871568006e-08
34	2	2	9.46371338535867968e-01	3.27501638023464325e-01	4.73339067108557998e-08
34	3	3	9.46371338535868856e-01	3.27501638023463437e-01	4.73339068218781023e-08
34	4	4	1.00000000000000089e+00	1.38596325858207363e-08	1.00526849677873287e-07
34	5	5	1.00000000000000111e+00	1.38596002531761623e-08	1.00526920177035350e-07
34	6	6	9.99924797362961582e-01	1.22639827468898829e-02	2.24336948462244834e-07
34	7	7	9.99924797362961026e-01	1.22639827468860839e-02	2.24336947129977204e-07
34	8	9	7.48914919905752541e-01	8.21381564695334521e-01	2.41834458014622555e-07
34	9	8	7.48914919905752763e-01	8.21381564695338406e-01	2.41834460235068605e-07
34	10	10	9.99999999999994116e-01	1.18393556570851805e-07	2.76346426630880160e-07
34	11	11	9.99999999999993450e-01	1.18394225051689316e-07	2.76346419858519710e-07
34	12	12	9.99999999999998890e-01	1.23910098489788676e-08	2.80911771288749890e-07
34	13	13	9.99999999999999778e-01	1.23909658859418461e-08	2.80911783723247765e-07
34	14	14	9.99999999999999445e-01	3.03494041764016844e-08	3.93053219971406520e-07
34	15	15	1.00000000000000044e+00	3.03490863005479992e-08	3.93053497083073466e-07
34	16	16	8.92966244480036808e-01	4.62674303267020914e-01	4.32515761872309668e-07
34	17	17	8.92966244480034810e-01	4.62674303267026465e-01	4.32515766757290976e-07
34	18	18	9.99999999999997891e-01	2.46741769647523650e-08	4.59014973808180571e-07
34	19	19	9.99999999999999001e-01	2.46741150345096278e-08	4.59015295550813107e-07
34	20	20	9.95491145095383834e-01	9.49616228157118131e-02	5.01249422857341642e-07
34	21	21	9.95491145095384500e-01	9.49616228157120490e-02	5.01249422857341642e-07
34	22	22	9.97794503176003378e-01	6.64153118427229239e-02	1.47064630340310032e-06
34	23	23	9.97794503176009151e-01	6.64153118427283778e-02	1.47064635402927024e-06
34	24	24	1.00000000000178324e+00	2.43303390782966906e-08	1.82056827835452850e-06
34	25	25	1.00000000000181855e+00	2.43303554378115054e-08	1.82056964881383010e-06
35	0	0	9.99999999999999445e-01	1.57954721411524254e-09	-3.82133149984253961e-08
35	1	1	9.99999999999999334e-01	5.20336927409453188e-09	-1.66211721306947641e-11
35	2	2	9.99999999999999556e-01	1.15120890066372933e-08	3.82681024507780521e-08
35	3	3	1.00000000000000044e+00	2.81585352527344589e-09	5.66324532547124448e-08
35	4	4	1.00000000000000044e+00	1.40050512222577959e-08	1.11430294658099172e-07
35	5	5	1.00000000000000133e+00	2.06614592213766860e-08	1.53127066249147958e-07
35	6	6	1.00000000000000133e+00	1.05803210113273311e-08	1.67390040939352502e-07
35	7	7	1.00000000000000000e+00	2.29318702519370161e-09	1.71068704368781965e-07
35	8	8	1.00000000000000133e+00	1.03886682636861670e-08	2.34539426435809162e-07
35	9	9	9.99999999999999667e-01	9.41393041462324143e-09	2.41089321950660462e-07
35	10	10	1.00000000000000266e+00	1.04671535506838208e-08	2.68666711211729137e-07
35	11	11	1.00000000000000022e+00	8.44453395290581271e-09	2.68800271485680753e-07
35	12	12	1.00000000000000067e+00	1.50597918444914150e-08	3.40927803099688731e-07
35	13	13	9.99999999999998446e-01	1.17155953595239042e-08	3.45894521913692188e-07
35	14	14	9.99999999999999889e-01	1.09158373484970776e-08	3.53765372440584258e-07
35	15	15	9.99999999999998446e-01	1.78369489504221986e-08	3.66878866397968295e-07
35	16	16	9.99999999999995115e-01	1.27034239824607394e-08	3.89682416557235456e-07
35	17	17	1.00000000000000111e+00	2.01954779683121567e-08	4.21198704581016159e-07
35	18	18	1.00000000000000000e+00	2.82903264684310791e-09	4.36972894313214510e-07
35	19	19	9.99999999999989342e-01	5.86908654899693906e-09	5.02013996372951965e-07
35	20	20	9.99999999999999889e-01	4.86467817253577895e-09	5.81312892489194155e-07
35	21	21	9.99999999999973577e-01	2.66315957347737250e-08	6.22093226265718613e-07
35	22	22	1.00000000000031153e+00	8.85753693402934377e-09	1.24156185377088946e-06
35	23	23	9.99999999999995115e-01	5.66031099109572949e-10	1.42312086248708169e-06
35	24	24	1.00000000000066258e+00	5.79789449039861402e-08	1.57759190422268603e-06
35	25	25	1.00000000000262745e+00	3.25407978318453469e-08	1.76844721266888882e-06
36	0	0	9.99999999999998668e-01	1.57954328204350383e-09	-3.82133152621033645e-08
36	1	1	1.00000000000000000e+00	5.20336957892707580e-09	-1.66217824958602919e-11
36	2	2	1.00000000000000000e+00	1.15120824832801906e-08	3.82680999666540345e-08
36	3	3	1.00000000000000178e+00	2.81585200485849803e-09	5.66324529771566887e-08
36	4	4	9.99999999999999778e-01	1.40050418531353566e-08	1.11430295490766440e-07
36	5	5	1.00000000000000089e+00	2.06615036720877686e-08	1.53127066304659110e-07
36	6	6	1.00000000000000133e+00	1.05803354837563918e-08	1.67390041327930561e-07
36	7	7	1.00000000000000000e+00	2.29315455909815324e-09	1.71068704035715058e-07
36	8	8	1.00000000000000067e+00	1.03886658599573618e-08	2.34539426990920674e-07
36	9	9	1.00000000000000022e+00	9.41392251087356467e-09	2.41089323171905789e-07
36	10	10	1.00000000000000222e+00	1.04673286082668555e-08	2.68666712655019069e-07
36	11	11	9.99999999999999778e-01	8.44515085671153318e-09	2.68800270708524636e-07
36	12	12	9.99999999999999778e-01	1.50598123683732558e-08	3.40927803321733336e-07
36	13	13	9.99999999999998890e-01	1.17156057389171460e-08	3.45894521358580675e-07
36	14	14	9.99999999999999889e-01	1.09157706244386339e-08	3.53765372440584258e-07
36	15	15	9.99999999999998890e-01	1.78369055217791039e-08	3.66878865731834480e-07
36	16	16	9.99999999999993783e-01	1.27034124455980786e-08	3.89682416779280061e-07
36	17	17	1.00000000000000044e+00	2.01954841512323613e-08	4.21198702360570110e-07
36	18	18	9.99999999999999778e-01	2.82903016579622039e-09	4.36972894535259115e-07
36	19	19	9.99999999999990452e-01	5.86908905741760871e-09	5.02013995928862755e-07
36	20	20	1.00000000000000022e+00	4.86466678006449118e-09	5.81312896263952439e-07
36	21	21	9.99999999999969802e-01	2.66316323700745031e-08	6.22093215829622181e-07
36	22	22	1.00000000000029599e+00	8.85755348701777641e-09	1.24156180003609506e-06
36	23	23	9.99999999999977907e-01	5.66020746624026326e-10	1.42312079365325417e-06
36	24	24	1.00000000000062106e+00	5.79788988779780782e-08	1.57759186070194346e-06
36	25	25	1.00000000000258660e+00	3.25407711975260681e-08	1.76844706434309273e-06
37	0	0	9.99999999999998113e-01	6.86882613896093575e-09	-4.73630069885988547e-08
37	1	1	9.99999999999999112e-01	4.99729368855449062e-09	1.20823290955529572e-08
37	2	2	9.99999999999998890e-01	6.46960548132821433e-09	3.54403622976340316e-08
37	3	3	9.99999999999999556e-01	7.34020504154529670e-09	6.77900688639265780e-08
37	4	4	1.00000000000000044e+00	2.05751586510733420e-08	1.24861979589052652e-07
37	5	5	1.00000000000000133e+00	1.10203132276148715e-08	1.53001826153076337e-07
37	6	6	9.99999999999999112e-01	1.68328076777360922e-08	1.57091913643991887e-07
37	7	7	1.00000000000000377e+00	1.22729148889368872e-08	1.80090043877534356e-07
37	8	8	1.00000000000000044e+00	4.02793341637164803e-09	1.85549141273888551e-07
37	9	9	1.00000000000000089e+00	8.81504745308093437e-09	2.24596364284401773e-07
37	10	10	1.00000000000000178e+00	2.42762885863042493e-08	2.76668660204038019e-07
37	11	11	1.00000000000000000e+00	1.57965758309132511e-08	3.18397954668370176e-07
37	12	12	9.99999999999997669e-01	1.18001761383923619e-08	3.26604244427208812e-07
37	13	13	1.00000000000000089e+00	6.00841594671705350e-09	3.29332301318707721e-07
37	14	14	1.00000000000000067e+00	3.20291339529803398e-09	3.61195601872310590e-07
37	15	15	9.99999999999998002e-01	2.37992644441002924e-08	3.71586350356167827e-07
37	16	16	1.00000000000000089e+00	3.01852639170073612e-08	3.85955956083705587e-07
37	17	17	9.99999999999995337e-01	1.55722052697684310e-08	4.06936489616427366e-07
37	18	18	1.00000000000000178e+00	7.47390979122697767e-09	4.57949977050731150e-07
37	19	19	9.99999999999993450e-01	1.80329050880084731e-08	5.30313380986413563e-07
37	20	20	9.99999999999976907e-01	4.47614310767711534e-09	6.28561822368922662e-07
37	21	21	9.99999999999995115e-01	7.33564192120632752e-10	7.24859499090513282e-07
37	22	22	1.00000000000000422e+00	4.76611728971677212e-10	1.13981687510644747e-06
37	23	23	1.00000000000027578e+00	3.95468565937379655e-08	1.26383476573010967e-06
37	24	24	1.00000000000071165e+00	3.46689548545008411e-10	1.49934732274203952e-06
