kpoint	source_band	reference_band	dominant_amplitude	phase_residual	eigenvalue_difference_ha
63	11	11	9.99999999999999001e-01	1.87875956871167193e-08	3.06288446716429519e-07
63	12	12	8.56507503686786298e-01	5.35709802143873204e-01	3.10484052135073796e-07
63	13	13	8.56507503686786409e-01	5.35709802161322135e-01	3.10579816309441981e-07
63	14	14	9.19719340391793150e-01	4.00701034435002101e-01	3.94084399557570464e-07
63	15	15	9.19719340391791595e-01	4.00701034367114739e-01	3.94416286741972044e-07
63	16	16	9.99999999999992562e-01	3.33553867802496674e-08	4.20337460838027255e-07
63	17	18	8.19843062520203669e-01	9.24566608608605622e-01	4.53074656681096144e-07
63	18	17	8.19843062520204224e-01	9.24566608680789992e-01	4.53262477551064080e-07
63	19	19	1.00000000000000888e+00	2.79923948356348120e-08	5.84302876083242495e-07
63	20	20	8.78615818767872092e-01	4.92715295319554547e-01	7.98968351922724196e-07
63	21	21	8.78615818767873313e-01	4.92715295318603641e-01	7.99443332422100639e-07
63	22	23	8.87534283922189471e-01	1.03851655806368970e+00	1.34451272870705907e-06
63	23	22	8.87534283922191469e-01	1.03851655806633270e+00	1.34459680412035709e-06
63	24	24	1.00000000000112044e+00	1.18801483933125480e-08	1.43769918592440149e-06
63	25	25	1.00000000000114286e+00	7.94766773451769876e-09	2.10263112077058167e-06
